Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
7C79795E,journalArticle,2025,"Constantino, Isabel; Kojaku, Sadamori; Fortunato, Santo; Ahn, Yong-Yeol",Representing the disciplinary structure of physics: A comparative evaluation of graph and text embedding methods,Quantitative Science Studies,,2641-3337,10.1162/qss_a_00349,https://doi.org/10.1162/qss_a_00349,"Recent advances in machine learning offer new ways to represent and study scholarly works and the space of knowledge. Graph and text embeddings provide a convenient vector representation of scholarly works based on citations and text. Yet, it is unclear whether their representations are consistent or provide different views of the structure of science. Here, we compare graph and text embedding by testing their ability to capture the hierarchical structure of the Physics and Astronomy Classification Scheme (PACS) of papers published by the American Physical Society (APS). We also provide a qualitative comparison of the overall structure of the graph and text embeddings for reference. We find that neural network-based methods outperform traditional methods, and graph embedding methods node2vec and residual2vec are better than other methods at capturing the PACS structure. Our results call for further investigations into how different contexts of scientific papers are captured by different methods, and how we can combine and leverage such information in an interpretable manner.",2025-02-18,2025-02-24 11:40,2025-12-03 15:36,2025-02-24 11:40,18-Jan,,,,,Quantitative Science Studies,Representing the disciplinary structure of physics,,,,,,,,,,,,Silverchair,,,,/Users/poppyriddle/Zotero/storage/DPQQSDAR/Constantino et al. - 2025 - Representing the disciplinary structure of physics A comparative evaluation of graph and text embed.pdf; /Users/poppyriddle/Zotero/storage/DL62992K/Representing-the-disciplinary-structure-of-physics.html,,CORE PAPER; CORPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GKTK4ARW,dataset,2022,"Massari, Arcangelo",Classes of errors in DOI names: evaluation dataset,,,,10.5281/ZENODO.6188748,https://zenodo.org/record/6188748,"This dataset contains the results of the evaluation of the methodology presented in the article <em>Identifying and correcting invalid citations due to DOI errors in Crossref data</em> (https://arxiv.org/abs/2111.11263). The file named 10_random_citations_per_rule.csv contains 193 randomly selected citations from the corrected citations obtained by the process described in the article (10.5281/zenodo.4892551). They were extracted using the script called evaluation.py, which can be viewed in the GitHub repository <em>open-sci/2020-2021-grasshoppers-code </em>(10.5281/zenodo.4723983).",2022-02-20,2025-03-25 17:43,2025-12-03 15:40,2025-03-25 17:43,,,,,,,Classes of errors in DOI names,,,,,Zenodo,,en,"Creative Commons Zero v1.0 Universal, Open Access",,,,DOI.org (Datacite),,,,,,CORPUS,COCI; evaluation; invalid DOIs; open citations; OpenCitations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0.0,,,,,,,,
BMU7K78D,journalArticle,2020,"Rogers, Gordon; Szomszor, Martin; Adams, Jonathan",Sample size in bibliometric analysis,Scientometrics,,"0138-9130, 1588-2861",10.1007/s11192-020-03647-7,https://link.springer.com/10.1007/s11192-020-03647-7,"Abstract                            While bibliometric analysis is normally able to rely on complete publication sets this is not universally the case. For example, Australia (in ERA) and the UK (in the RAE/REF) use institutional research assessment that may rely on small or fractional parts of researcher output. Using the Category Normalised Citation Impact (CNCI) for the publications of ten universities with similar output (21,000–28,000 articles and reviews) indexed in the               Web of Science               for 2014–2018, we explore the extent to which a ‘sample’ of institutional data can accurately represent the averages and/or the correct relative status of the population CNCIs. Starting with full institutional data, we find a high variance in average CNCI across 10,000 institutional samples of fewer than 200 papers, which we suggest may be an analytical minimum although smaller samples may be acceptable for qualitative review. When considering the ‘top’ CNCI paper in researcher sets represented by DAIS-ID clusters, we find that samples of 1000 papers provide a good guide to relative (but not absolute) institutional citation performance, which is driven by the abundance of high performing individuals. However, such samples may be perturbed by scarce ‘highly cited’ papers in smaller or less research-intensive units. We draw attention to the significance of this for assessment processes and the further evidence that university rankings are innately unstable and generally unreliable.",Oct-20,2025-05-05 16:00,2025-12-03 15:44,2025-05-05 16:00,777-794,,1,125,,Scientometrics,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/poppyriddle/Zotero/storage/3GA9LHE6/Rogers et al. - 2020 - Sample size in bibliometric analysis.pdf,,CORPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DU9TH4EE,journalArticle,2025,"Chen, Guo; Chen, Shuya; Chen, Zhili; Xiao, Lu; Hu, Jiming",How much data is sufficient for reliable bibliometric domain analysis? A multi-scenario experimental approach,Scientometrics,,"0138-9130, 1588-2861",10.1007/s11192-025-05335-w,https://link.springer.com/10.1007/s11192-025-05335-w,,2025-04-27,2025-05-05 16:04,2025-12-03 15:36,2025-05-05 16:04,,,,,,Scientometrics,How much data is sufficient for reliable bibliometric domain analysis?,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/poppyriddle/Zotero/storage/R5LKA2D6/Chen et al. - 2025 - How much data is sufficient for reliable bibliometric domain analysis A multi-scenario experimental.pdf,,CORPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74P8GM9N,conferencePaper,2025,"Tian, Fangzheng; Ganguly, Debasis; Macdonald, Craig",Is Relevance Propagated from Retriever to Generator in RAG?,Advances in Information Retrieval,978-3-031-88708-6,,10.1007/978-3-031-88708-6_3,,"Retrieval Augmented Generation (RAG) is a framework for incorporating external knowledge, usually in the form of a set of documents retrieved from a collection, as a part of a prompt to a large language model (LLM) to potentially improve the performance of a downstream task, such as question answering. Different from a standard retrieval task’s objective of maximising the relevance of a set of top-ranked documents, a RAG system’s objective is rather to maximise their total utility, where the utility of a document indicates whether including it as a part of the additional contextual information in an LLM prompt improves a downstream task. Existing studies investigate the role of the relevance of a RAG context for knowledge-intensive language tasks (KILT), where relevance essentially takes the form of answer containment. In contrast, in our work, relevance corresponds to that of topical overlap between a query and a document for an information seeking task. Specifically, we make use of an IR test collection to empirically investigate whether a RAG context comprised of topically relevant documents leads to improved downstream performance. Our experiments lead to the following findings: (a) there is a small positive correlation between relevance and utility; (b) this correlation decreases with increasing context sizes (higher values of k in k-shot); and (c) a more effective retrieval model generally leads to better downstream RAG performance.",2025,2025-07-04 13:54,2025-12-03 15:45,,32-48,,,,,,,,,,,Springer Nature Switzerland,Cham,en,,,,,Springer Link,,,,/Users/poppyriddle/Zotero/storage/LXYZK4YE/Tian et al. - 2025 - Is Relevance Propagated from Retriever to Generator in RAG.pdf,,CORE PAPER; CORPUS,Context Utility; RAG Evaluation; Retrieval Augmented Generation (RAG); Topical Relevance,"Hauff, Claudia; Macdonald, Craig; Jannach, Dietmar; Kazai, Gabriella; Nardini, Franco Maria; Pinelli, Fabio; Silvestri, Fabrizio; Tonellotto, Nicola",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E643G7L7,preprint,2025,"Hagström, Lovisa; Marjanović, Sara Vera; Yu, Haeun; Arora, Arnav; Lioma, Christina; Maistro, Maria; Atanasova, Pepa; Augenstein, Isabelle",A Reality Check on Context Utilisation for Retrieval-Augmented Generation,,,,10.48550/arXiv.2412.17031,http://arxiv.org/abs/2412.17031,"Retrieval-augmented generation (RAG) helps address the limitations of parametric knowledge embedded within a language model (LM). In real world settings, retrieved information can vary in complexity, yet most investigations of LM utilisation of context has been limited to synthetic text. We introduce DRUID (Dataset of Retrieved Unreliable, Insufficient and Difficult-to-understand contexts) with real-world queries and contexts manually annotated for stance. The dataset is based on the prototypical task of automated claim verification, for which automated retrieval of real-world evidence is crucial. We compare DRUID to synthetic datasets (CounterFact, ConflictQA) and find that artificial datasets often fail to represent the complexity and diversity of realistically retrieved context. We show that synthetic datasets exaggerate context characteristics rare in real retrieved data, which leads to inflated context utilisation results, as measured by our novel ACU score. Moreover, while previous work has mainly focused on singleton context characteristics to explain context utilisation, correlations between singleton context properties and ACU on DRUID are surprisingly small compared to other properties related to context source. Overall, our work underscores the need for real-world aligned context utilisation studies to represent and improve performance in real-world RAG settings.",2025-05-29,2025-07-04 16:22,2025-12-03 15:37,2025-07-04 16:22,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2412.17031 [cs],,/Users/poppyriddle/Zotero/storage/K9TB3T37/Hagström et al. - 2025 - A Reality Check on Context Utilisation for Retrieval-Augmented Generation.pdf; /Users/poppyriddle/Zotero/storage/526IDSSV/2412.html,,CORPUS,Computer Science - Artificial Intelligence; Computer Science - Computation and Language,,,,,,,,,,,,,,,,,,,arXiv:2412.17031,,,,,,,,,,,,,,,,,,,,,,,,,,,
GI7BZ328,preprint,2024,"Gao, Yunfan; Xiong, Yun; Gao, Xinyu; Jia, Kangxiang; Pan, Jinliu; Bi, Yuxi; Dai, Yi; Sun, Jiawei; Wang, Meng; Wang, Haofen",Retrieval-Augmented Generation for Large Language Models: A Survey,,,,10.48550/arXiv.2312.10997,http://arxiv.org/abs/2312.10997,"Large Language Models (LLMs) showcase impressive capabilities but encounter challenges like hallucination, outdated knowledge, and non-transparent, untraceable reasoning processes. Retrieval-Augmented Generation (RAG) has emerged as a promising solution by incorporating knowledge from external databases. This enhances the accuracy and credibility of the generation, particularly for knowledge-intensive tasks, and allows for continuous knowledge updates and integration of domain-specific information. RAG synergistically merges LLMs' intrinsic knowledge with the vast, dynamic repositories of external databases. This comprehensive review paper offers a detailed examination of the progression of RAG paradigms, encompassing the Naive RAG, the Advanced RAG, and the Modular RAG. It meticulously scrutinizes the tripartite foundation of RAG frameworks, which includes the retrieval, the generation and the augmentation techniques. The paper highlights the state-of-the-art technologies embedded in each of these critical components, providing a profound understanding of the advancements in RAG systems. Furthermore, this paper introduces up-to-date evaluation framework and benchmark. At the end, this article delineates the challenges currently faced and points out prospective avenues for research and development.",2024-03-27,2025-07-04 16:23,2025-12-03 15:37,2025-07-04 16:23,,,,,,,Retrieval-Augmented Generation for Large Language Models,,,,,arXiv,,en,,,,,arXiv.org,,arXiv:2312.10997 [cs],,/Users/poppyriddle/Zotero/storage/X95259VI/Gao et al. - 2024 - Retrieval-Augmented Generation for Large Language Models A Survey.pdf,,CORE PAPER; CORPUS,Computer Science - Artificial Intelligence; Computer Science - Computation and Language,,,,,,,,,,,,,,,,,,,arXiv:2312.10997,,,,,,,,,,,,,,,,,,,,,,,,,,,
8W7LR7EG,preprint,2025,"Bruni, Davide; Avvenuti, Marco; Tonellotto, Nicola; Tesconi, Maurizio",AMAQA: A Metadata-based QA Dataset for RAG Systems,,,,10.48550/arXiv.2505.13557,http://arxiv.org/abs/2505.13557,"Retrieval-augmented generation (RAG) systems are widely used in question-answering (QA) tasks, but current benchmarks lack metadata integration, hindering evaluation in scenarios requiring both textual data and external information. To address this, we present AMAQA, a new open-access QA dataset designed to evaluate tasks combining text and metadata. The integration of metadata is especially important in fields that require rapid analysis of large volumes of data, such as cybersecurity and intelligence, where timely access to relevant information is critical. AMAQA includes about 1.1 million English messages collected from 26 public Telegram groups, enriched with metadata such as timestamps, topics, emotional tones, and toxicity indicators, which enable precise and contextualized queries by filtering documents based on specific criteria. It also includes 450 high-quality QA pairs, making it a valuable resource for advancing research on metadata-driven QA and RAG systems. To the best of our knowledge, AMAQA is the first single-hop QA benchmark to incorporate metadata and labels such as topics covered in the messages. We conduct extensive tests on the benchmark, establishing a new standard for future research. We show that leveraging metadata boosts accuracy from 0.12 to 0.61, highlighting the value of structured context. Building on this, we explore several strategies to refine the LLM input by iterating over provided context and enriching it with noisy documents, achieving a further 3-point gain over the best baseline and a 14-point improvement over simple metadata filtering. The dataset is available at https://anonymous.4open.science/r/AMAQA-5D0D/",2025-05-19,2025-07-04 16:46,2025-12-03 15:11,2025-07-04 16:46,,,,,,,AMAQA,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2505.13557 [cs],,/Users/poppyriddle/Zotero/storage/Q3WMRGSP/Bruni et al. - 2025 - AMAQA A Metadata-based QA Dataset for RAG Systems.pdf; /Users/poppyriddle/Zotero/storage/QLXAGC9B/2505.html,,CORPUS,Computer Science - Artificial Intelligence; Computer Science - Information Retrieval,,,,,,,,,,,,,,,,,,,arXiv:2505.13557,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ7YT9U9,preprint,2025,"Sawarkar, Kunal; Solanki, Shivam R.; Mangal, Abhilasha",MetaGen Blended RAG: Unlocking Zero-Shot Precision for Specialized Domain Question-Answering,,,,10.48550/arXiv.2505.18247,http://arxiv.org/abs/2505.18247,"Retrieval-Augmented Generation (RAG) struggles with domain-specific enterprise datasets, often isolated behind firewalls and rich in complex, specialized terminology unseen by LLMs during pre-training. Semantic variability across domains like medicine, networking, or law hampers RAG's context precision, while fine-tuning solutions are costly, slow, and lack generalization as new data emerges. Achieving zero-shot precision with retrievers without fine-tuning still remains a key challenge. We introduce 'MetaGen Blended RAG', a novel enterprise search approach that enhances semantic retrievers through a metadata generation pipeline and hybrid query indexes using dense and sparse vectors. By leveraging key concepts, topics, and acronyms, our method creates metadata-enriched semantic indexes and boosted hybrid queries, delivering robust, scalable performance without fine-tuning. On the biomedical PubMedQA dataset, MetaGen Blended RAG achieves 82% retrieval accuracy and 77% RAG accuracy, surpassing all prior zero-shot RAG benchmarks and even rivaling fine-tuned models on that dataset, while also excelling on datasets like SQuAD and NQ. This approach redefines enterprise search using a new approach to building semantic retrievers with unmatched generalization across specialized domains.",2025-06-04,2025-07-04 16:55,2025-12-03 15:44,2025-07-04 16:55,,,,,,,MetaGen Blended RAG,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2505.18247 [cs],,/Users/poppyriddle/Zotero/storage/CWUE6ED5/Sawarkar et al. - 2025 - MetaGen Blended RAG Unlocking Zero-Shot Precision for Specialized Domain Question-Answering.pdf; /Users/poppyriddle/Zotero/storage/YRUUP26Z/2505.html,,CORE PAPER; CORPUS,Computer Science - Artificial Intelligence; Computer Science - Computation and Language; Computer Science - Information Retrieval; Computer Science - Machine Learning,,,,,,,,,,,,,,,,,,,arXiv:2505.18247,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGQN2D67,journalArticle,2025,"Li, Zongxi; Wang, Zijian; Wang, Weiming; Hung, Kevin; Xie, Haoran; Wang, Fu Lee",Retrieval-augmented generation for educational application: A systematic survey,Computers and Education: Artificial Intelligence,,2666-920X,10.1016/j.caeai.2025.100417,https://www.sciencedirect.com/science/article/pii/S2666920X25000578,"Advancements in large language models (LLMs) have transformed AI-driven education, enabling innovative applications across various learning and teaching domains. However, LLMs still face several challenges, including hallucination and static internal knowledge, which hinder their reliability in educational settings. Retrieval-Augmented Generation (RAG) enhances LLMs by retrieving relevant information from an external knowledge base and incorporating it into the LLM's generation process. This approach improves factual accuracy and enables dynamic knowledge updates, making LLMs particularly suitable for educational applications. In this paper, we comprehensively review existing research that integrates RAG into educational scenarios. We first clarify the definition and workflow of RAG, and following the indexing mechanism of RAG, we introduce different types of retrievers and generation optimization methods. As the main focus of this work, we explore the practical applications of RAG in education, covering interactive learning systems, generation and assessment of educational content, and large-scale deployment in educational ecosystems. Based on our comprehensive review, this paper discusses existing challenges and future directions, including mitigating hallucinations, ensuring the completeness and timeliness of retrieved knowledge, reducing computational costs, and enhancing multimodal support for RAG-based educational applications.",2025-06-01,2025-07-04 17:12,2025-12-03 15:23,2025-07-04 17:12,100417,,,8,,Computers and Education: Artificial Intelligence,Retrieval-augmented generation for educational application,,,,,,,,,,,,ScienceDirect,,,,/Users/poppyriddle/Zotero/storage/E83GPA66/S2666920X25000578.html,,CORPUS,Artificial intelligence in education; Educational applications; Large language models (LLMs); Retrieval-augmented generation (RAG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34ERWDEZ,preprint,2025,"Lefton, Lew; Rong, Kexin; Dankhara, Chinar; Ghemri, Lila; Kausar, Firdous; Hamdallahi, A. Hannibal",A Socratic RAG Approach to Connect Natural Language Queries on Research Topics with Knowledge Organization Systems,,,,10.48550/arXiv.2502.15005,http://arxiv.org/abs/2502.15005,"In this paper, we propose a Retrieval Augmented Generation (RAG) agent that maps natural language queries about research topics to precise, machine-interpretable semantic entities. Our approach combines RAG with Socratic dialogue to align a user's intuitive understanding of research topics with established Knowledge Organization Systems (KOSs). The proposed approach will effectively bridge ""little semantics"" (domain-specific KOS structures) with ""big semantics"" (broad bibliometric repositories), making complex academic taxonomies more accessible. Such agents have the potential for broad use. We illustrate with a sample application called CollabNext, which is a person-centric knowledge graph connecting people, organizations, and research topics. We further describe how the application design has an intentional focus on HBCUs and emerging researchers to raise visibility of people historically rendered invisible in the current science system.",2025-02-20,2025-07-04 17:14,2025-12-03 15:22,2025-07-04 17:14,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2502.15005 [cs],,/Users/poppyriddle/Zotero/storage/Z7UXABDP/Lefton et al. - 2025 - A Socratic RAG Approach to Connect Natural Language Queries on Research Topics with Knowledge Organi.pdf; /Users/poppyriddle/Zotero/storage/SPVD5DDT/2502.html,,CORPUS,Computer Science - Artificial Intelligence; Computer Science - Computation and Language; Computer Science - Human-Computer Interaction,,,,,,,,,,,,,,,,,,,arXiv:2502.15005,,,,,,,,,,,,,,,,,,,,,,,,,,,
I7BHBQMR,preprint,2025,"Sainte-Marie, Maxime Holmberg; Kozlowski, Diego; Céspedes, Lucía; Larivière, Vincent",Sorting the Babble in Babel: Assessing the Performance of Language Detection Algorithms on the OpenAlex Database,,,,10.48550/arXiv.2502.03627,http://arxiv.org/abs/2502.03627,"This project aims to compare various language classification procedures, procedures combining various Python language detection algorithms and metadata-based corpora extracted from manually-annotated articles sampled from the OpenAlex database. Following an analysis of precision and recall performance for each algorithm, corpus, and language as well as of processing speeds recorded for each algorithm and corpus type, overall procedure performance at the database level was simulated using probabilistic confusion matrices for each algorithm, corpus, and language as well as a probabilistic model of relative article language frequencies for the whole OpenAlex database. Results show that procedure performance strongly depends on the importance given to each of the measures implemented: for contexts where precision is preferred, using the LangID algorithm on the greedy corpus gives the best results; however, for all cases where recall is considered at least slightly more important than precision or as soon as processing times are given any kind of consideration, the procedure combining the FastSpell algorithm and the Titles corpus outperforms all other alternatives. Given the lack of truly multilingual, large-scale bibliographic databases, it is hoped that these results help confirm and foster the unparalleled potential of the OpenAlex database for cross-linguistic, bibliometric-based research and analysis.",2025-02-18,2025-07-09 0:02,2025-12-03 15:44,2025-07-09 0:02,,,,,,,Sorting the Babble in Babel,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2502.03627 [cs],,/Users/poppyriddle/Zotero/storage/RBNFEYEE/Sainte-Marie et al. - 2025 - Sorting the Babble in Babel Assessing the Performance of Language Detection Algorithms on the OpenA.pdf; /Users/poppyriddle/Zotero/storage/8T7AWNWN/2502.html,,CORE PAPER; CORPUS,Computer Science - Computation and Language,,,,,,,,,,,,,,,,,,,arXiv:2502.03627,,,,,,,,,,,,,,,,,,,,,,,,,,,
E4UTKMPU,preprint,2023,"Liu, Nelson F.; Lin, Kevin; Hewitt, John; Paranjape, Ashwin; Bevilacqua, Michele; Petroni, Fabio; Liang, Percy",Lost in the Middle: How Language Models Use Long Contexts,,,,10.48550/arXiv.2307.03172,http://arxiv.org/abs/2307.03172,"While recent language models have the ability to take long contexts as input, relatively little is known about how well they use longer context. We analyze the performance of language models on two tasks that require identifying relevant information in their input contexts: multi-document question answering and key-value retrieval. We find that performance can degrade significantly when changing the position of relevant information, indicating that current language models do not robustly make use of information in long input contexts. In particular, we observe that performance is often highest when relevant information occurs at the beginning or end of the input context, and significantly degrades when models must access relevant information in the middle of long contexts, even for explicitly long-context models. Our analysis provides a better understanding of how language models use their input context and provides new evaluation protocols for future long-context language models.",2023-11-20,2025-07-11 12:52,2025-12-03 15:40,2025-07-11 12:51,,,,,,,Lost in the Middle,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2307.03172 [cs],,/Users/poppyriddle/Zotero/storage/79B2WX5A/Liu et al. - 2023 - Lost in the Middle How Language Models Use Long Contexts.pdf; /Users/poppyriddle/Zotero/storage/Y2GCXMXS/2307.html,,CORPUS,Computer Science - Computation and Language,,,,,,,,,,,,,,,,,,,arXiv:2307.03172,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVKKW8XV,preprint,2013,"Mikolov, Tomas; Chen, Kai; Corrado, Greg; Dean, Jeffrey",Efficient Estimation of Word Representations in Vector Space,,,,10.48550/arXiv.1301.3781,http://arxiv.org/abs/1301.3781,"We propose two novel model architectures for computing continuous vector representations of words from very large data sets. The quality of these representations is measured in a word similarity task, and the results are compared to the previously best performing techniques based on different types of neural networks. We observe large improvements in accuracy at much lower computational cost, i.e. it takes less than a day to learn high quality word vectors from a 1.6 billion words data set. Furthermore, we show that these vectors provide state-of-the-art performance on our test set for measuring syntactic and semantic word similarities.",2013-09-07,2025-07-13 14:44,2025-12-03 15:41,2025-07-13 14:44,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:1301.3781 [cs],,/Users/poppyriddle/Zotero/storage/XW96NPXD/Mikolov et al. - 2013 - Efficient Estimation of Word Representations in Vector Space.pdf; /Users/poppyriddle/Zotero/storage/DFS9HRS2/1301.html,,CORPUS,Computer Science - Computation and Language,,,,,,,,,,,,,,,,,,,arXiv:1301.3781,,,,,,,,,,,,,,,,,,,,,,,,,,,
MX5LS7KC,conferencePaper,2014,"Pennington, Jeffrey; Socher, Richard; Manning, Christopher",Glove: Global Vectors for Word Representation,Proceedings of the 2014 Conference on Empirical Methods in Natural Language Processing (EMNLP),,,10.3115/v1/d14-1162,http://aclweb.org/anthology/D14-1162,"Recent methods for learning vector space representations of words have succeeded in capturing ﬁne-grained semantic and syntactic regularities using vector arithmetic, but the origin of these regularities has remained opaque. We analyze and make explicit the model properties needed for such regularities to emerge in word vectors. The result is a new global logbilinear regression model that combines the advantages of the two major model families in the literature: global matrix factorization and local context window methods. Our model efﬁciently leverages statistical information by training only on the nonzero elements in a word-word cooccurrence matrix, rather than on the entire sparse matrix or on individual context windows in a large corpus. The model produces a vector space with meaningful substructure, as evidenced by its performance of 75% on a recent word analogy task. It also outperforms related models on similarity tasks and named entity recognition.",2014,2025-07-13 15:08,2025-12-03 15:43,2025-07-13 15:08,,,,,,,Glove,,,,,Association for Computational Linguistics,"Doha, Qatar",en,,,,,Crossref,,,,/Users/poppyriddle/Zotero/storage/IDEYCMPB/Pennington et al. - 2014 - Glove Global Vectors for Word Representation.pdf,,CORPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 2014 Conference on Empirical Methods in Natural Language Processing (EMNLP),,,,,,,,,,,,,,,
NAQRH2GQ,preprint,2017,"Bojanowski, Piotr; Grave, Edouard; Joulin, Armand; Mikolov, Tomas",Enriching Word Vectors with Subword Information,,,,10.48550/arXiv.1607.04606,http://arxiv.org/abs/1607.04606,"Continuous word representations, trained on large unlabeled corpora are useful for many natural language processing tasks. Popular models that learn such representations ignore the morphology of words, by assigning a distinct vector to each word. This is a limitation, especially for languages with large vocabularies and many rare words. In this paper, we propose a new approach based on the skipgram model, where each word is represented as a bag of character $n$-grams. A vector representation is associated to each character $n$-gram; words being represented as the sum of these representations. Our method is fast, allowing to train models on large corpora quickly and allows us to compute word representations for words that did not appear in the training data. We evaluate our word representations on nine different languages, both on word similarity and analogy tasks. By comparing to recently proposed morphological word representations, we show that our vectors achieve state-of-the-art performance on these tasks.",2017-06-19,2025-07-13 16:22,2025-12-03 15:34,2025-07-13 16:22,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:1607.04606 [cs],,/Users/poppyriddle/Zotero/storage/XRSPKLHP/Bojanowski et al. - 2017 - Enriching Word Vectors with Subword Information.pdf; /Users/poppyriddle/Zotero/storage/SMPA7F5K/1607.html,,CORPUS,Computer Science - Computation and Language; Computer Science - Machine Learning,,,,,,,,,,,,,,,,,,,arXiv:1607.04606,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ERYM8YX,preprint,2016,"Joulin, Armand; Grave, Edouard; Bojanowski, Piotr; Mikolov, Tomas",Bag of Tricks for Efficient Text Classification,,,,10.48550/arXiv.1607.01759,http://arxiv.org/abs/1607.01759,"This paper explores a simple and efficient baseline for text classification. Our experiments show that our fast text classifier fastText is often on par with deep learning classifiers in terms of accuracy, and many orders of magnitude faster for training and evaluation. We can train fastText on more than one billion words in less than ten minutes using a standard multicore~CPU, and classify half a million sentences among~312K classes in less than a minute.",2016-08-09,2025-07-13 16:23,2025-12-03 15:38,2025-07-13 16:23,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:1607.01759 [cs],,/Users/poppyriddle/Zotero/storage/E9BJPTMA/Joulin et al. - 2016 - Bag of Tricks for Efficient Text Classification.pdf; /Users/poppyriddle/Zotero/storage/WIAQ5ECR/1607.html,,CORPUS,Computer Science - Computation and Language,,,,,,,,,,,,,,,,,,,arXiv:1607.01759,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZJKSK9JS,bookSection,2024,"Dakhel, Arghavan Moradi; Nikanjam, Amin; Khomh, Foutse; Desmarais, Michel C.; Washizaki, Hironori",An Overview on Large Language Models,Generative AI for Effective Software Development,978-3-031-55641-8 978-3-031-55642-5,,10.1007/978-3-031-55642-5_1,https://link.springer.com/10.1007/978-3-031-55642-5_1,,2024,2025-07-13 16:35,2025-12-03 15:42,2025-07-13 16:35,21-Mar,,,,,,,,,,,Springer Nature Switzerland,Cham,en,https://www.springernature.com/gp/researchers/text-and-data-mining,,,,Crossref,,DOI: 10.1007/978-3-031-55642-5_1,,,,CORPUS,,"Nguyen-Duc, Anh; Abrahamsson, Pekka; Khomh, Foutse",,,"Dakhel, Arghavan Moradi; Nikanjam, Amin; Khomh, Foutse; Desmarais, Michel C.; Washizaki, Hironori",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53YPJJEJ,preprint,2022,"Longpre, Shayne; Perisetla, Kartik; Chen, Anthony; Ramesh, Nikhil; DuBois, Chris; Singh, Sameer",Entity-Based Knowledge Conflicts in Question Answering,,,,10.48550/arXiv.2109.05052,http://arxiv.org/abs/2109.05052,"Knowledge-dependent tasks typically use two sources of knowledge: parametric, learned at training time, and contextual, given as a passage at inference time. To understand how models use these sources together, we formalize the problem of knowledge conflicts, where the contextual information contradicts the learned information. Analyzing the behaviour of popular models, we measure their over-reliance on memorized information (the cause of hallucinations), and uncover important factors that exacerbate this behaviour. Lastly, we propose a simple method to mitigate over-reliance on parametric knowledge, which minimizes hallucination, and improves out-of-distribution generalization by 4%-7%. Our findings demonstrate the importance for practitioners to evaluate model tendency to hallucinate rather than read, and show that our mitigation strategy encourages generalization to evolving information (i.e., time-dependent queries). To encourage these practices, we have released our framework for generating knowledge conflicts.",2022-01-12,2025-07-15 14:31,2025-12-03 15:40,2025-07-15 14:31,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2109.05052 [cs],,/Users/poppyriddle/Zotero/storage/XZ5BR9LX/Longpre et al. - 2022 - Entity-Based Knowledge Conflicts in Question Answering.pdf; /Users/poppyriddle/Zotero/storage/BFV5G9IV/2109.html,,CORE PAPER; CORPUS,Computer Science - Computation and Language; Computer Science - Machine Learning,,,,,,,,,,,,,,,,,,,arXiv:2109.05052,,,,,,,,,,,,,,,,,,,,,,,,,,,
